keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,new,change,changetype_1,changetype_2,cluster
150-1858,140-1858,2236,2236,150,PAR,140,BRA,1858,10,8,1856,12,2,1858,4,1,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,12,3,1,1,3,1,3,0,3,44,553,13,13,10,96,96,82,0,0,0,0,cluster3
101-1981,110-1981,2237,2237,101,VEN,110,GUY,1981,24,7,1981,5,9,1982,0,0,0,12,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,12,3,1,1,3,1,3,0,1,161,161,10,7,10,82,49,82,0,0,0,0,cluster3
101-1982,110-1982,2237,2237,101,VEN,110,GUY,1982,24,7,1981,5,9,1982,5,3,0,12,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,12,3,1,1,3,1,3,0,2,249,410,10,7,10,82,49,82,0,0,0,0,cluster3
110-1981,101-1981,2237,2237,110,GUY,101,VEN,1981,24,7,1981,5,9,1982,0,0,0,12,3,0,1,2,0,0,0,0,12,3,1,1,1,1,0,9,3,1,3,1,3,1,0,1,161,161,10,10,7,82,82,49,0,0,0,0,cluster2
110-1982,101-1982,2237,2237,110,GUY,101,VEN,1982,24,7,1981,5,9,1982,5,3,0,12,3,0,1,2,0,0,0,0,12,3,1,1,1,1,0,9,3,1,3,1,3,1,0,2,249,410,10,10,7,82,82,49,0,0,0,0,cluster2
101-1982,200-1982,2237,2237,101,VEN,200,UKG,1982,30,4,1982,30,4,1982,5,3,0,9,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,2,2,0,1,4,1,3,0,1,1,1,7,7,1,49,49,30,0,0,0,0,cluster3
200-1982,101-1982,2237,2237,200,UKG,101,VEN,1982,30,4,1982,30,4,1982,5,3,0,9,3,0,1,2,0,0,0,0,2,2,0,1,1,1,0,9,3,1,4,1,3,1,0,1,1,1,7,1,7,49,30,49,0,0,0,0,cluster2
101-1969,110-1969,2239,2239,101,VEN,110,GUY,1969,18,1,1969,20,1,1969,5,3,0,10,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,3,3,8,7,8,20,49,20,0,0,0,0,cluster3
110-1969,101-1969,2239,2239,110,GUY,101,VEN,1969,18,1,1969,20,1,1969,5,3,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,3,3,8,8,7,20,20,49,0,0,0,0,cluster2
101-1970,110-1970,2240,2240,101,VEN,110,GUY,1970,19,2,1970,22,2,1970,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,4,4,17,17,17,75,75,75,0,0,0,0,cluster3
110-1970,101-1970,2240,2240,110,GUY,101,VEN,1970,19,2,1970,22,2,1970,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,4,4,17,17,17,75,75,75,0,0,0,0,cluster2
135-1860,155-1860,2242,2242,135,PER,155,CHL,1860,16,8,1860,16,8,1860,5,3,0,2,2,0,1,1,0,1,4,0,0,1,1,1,0,0,0,2,2,1,3,1,3,1,0,1,1,1,1,0,1,30,49,30,0,0,0,0,cluster2
155-1860,135-1860,2242,2242,155,CHL,135,PER,1860,16,8,1860,16,8,1860,5,3,0,2,2,0,1,1,1,0,0,0,2,2,1,0,1,4,0,0,1,1,1,3,1,3,0,1,1,1,1,1,0,30,30,49,0,0,0,0,cluster3
Feb-54,731-1954,2244,2244,2,USA,731,PRK,1954,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,0,18,4,1,4,1,1,3,0,1,334,334,16,16,17,65,65,75,0,0,0,0,cluster1
Feb-55,731-1955,2244,2244,2,USA,731,PRK,1955,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,0,18,4,1,4,1,1,3,0,2,365,699,16,16,17,65,65,75,0,0,0,0,cluster1
Feb-56,731-1956,2244,2244,2,USA,731,PRK,1956,1,2,1954,10,11,1956,5,3,2,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,1,18,4,1,4,1,1,3,0,3,316,1015,16,16,17,65,65,75,0,0,0,0,cluster1
731-1954,Feb-54,2244,2244,731,PRK,2,USA,1954,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,1,1,1,0,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,1,334,334,16,17,16,65,75,65,0,0,0,0,cluster1
731-1955,Feb-55,2244,2244,731,PRK,2,USA,1955,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,1,1,1,0,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,2,365,699,16,17,16,65,75,65,0,0,0,0,cluster1
731-1956,Feb-56,2244,2244,731,PRK,2,USA,1956,1,2,1954,10,11,1956,5,3,2,19,4,1,1,3,1,1,1,1,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,3,316,1015,16,17,16,65,75,65,0,0,0,0,cluster1
713-1955,731-1955,2244,2244,713,TAW,731,PRK,1955,7,1,1955,7,11,1955,5,3,2,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,1,18,4,1,4,1,3,1,0,1,305,305,16,16,17,65,65,75,0,0,0,0,cluster2
731-1955,713-1955,2244,2244,731,PRK,713,TAW,1955,7,1,1955,7,11,1955,5,3,2,19,4,1,1,3,1,1,1,1,18,4,1,0,0,0,0,19,4,0,1,4,1,3,0,1,305,305,16,17,16,65,75,65,0,0,0,0,cluster3
731-1954,732-1954,2244,2244,731,PRK,732,ROK,1954,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,353,353,17,17,17,75,75,75,0,0,0,0,cluster3
731-1955,732-1955,2244,2244,731,PRK,732,ROK,1955,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,2,365,718,17,17,17,75,75,75,0,0,0,0,cluster3
731-1956,732-1956,2244,2244,731,PRK,732,ROK,1956,13,1,1954,10,11,1956,5,3,2,18,4,1,1,3,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,1,3,0,3,316,1034,17,17,17,75,75,75,0,0,0,0,cluster3
732-1954,731-1954,2244,2244,732,ROK,731,PRK,1954,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,353,353,17,17,17,75,75,75,0,0,0,0,cluster2
732-1955,731-1955,2244,2244,732,ROK,731,PRK,1955,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,365,718,17,17,17,75,75,75,0,0,0,0,cluster2
732-1956,731-1956,2244,2244,732,ROK,731,PRK,1956,13,1,1954,10,11,1956,5,3,2,18,4,1,1,3,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,3,316,1034,17,17,17,75,75,75,0,0,0,0,cluster2
200-1893,220-1893,2300,2300,200,UKG,220,FRN,1893,23,12,1893,23,12,1893,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster2
220-1893,200-1893,2300,2300,220,FRN,200,UKG,1893,23,12,1893,23,12,1893,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster3
255-1939,315-1939,2302,2302,255,GMY,315,CZE,1939,12,3,1939,16,3,1939,1,2,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,5,5,14,14,0,84,84,84,0,0,0,0,cluster3
315-1939,255-1939,2302,2302,315,CZE,255,GMY,1939,12,3,1939,16,3,1939,2,2,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,5,5,14,0,14,84,75,84,0,0,0,0,cluster2
220-1937,325-1937,2303,2303,220,FRN,325,ITA,1937,13,8,1937,13,8,1937,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,84,65,0,0,0,0,cluster2
325-1937,220-1937,2303,2303,325,ITA,220,FRN,1937,13,8,1937,13,8,1937,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,cluster3
200-1937,325-1937,2304,2304,200,UKG,325,ITA,1937,31,8,1937,2,9,1937,5,3,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,2,0,19,4,1,3,1,3,1,0,1,3,3,16,16,16,65,65,65,0,0,0,0,cluster2
325-1937,200-1937,2304,2304,325,ITA,200,UKG,1937,31,8,1937,2,9,1937,5,3,0,19,4,1,1,1,1,1,2,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,3,3,16,16,16,65,65,65,0,0,0,0,cluster3
95-1937,325-1937,2306,2306,95,PAN,325,ITA,1937,14,8,1937,14,8,1937,5,4,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,cluster2
325-1937,95-1937,2306,2306,325,ITA,95,PAN,1937,14,8,1937,14,8,1937,5,4,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,84,0,0,0,0,cluster3
325-1937,390-1937,2307,2307,325,ITA,390,DEN,1937,12,8,1937,12,8,1937,5,4,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,81,0,0,0,0,cluster3
390-1937,325-1937,2307,2307,390,DEN,325,ITA,1937,12,8,1937,12,8,1937,5,4,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,81,65,0,0,0,0,cluster2
70-1916,200-1916,2310,2310,70,MEX,200,UKG,1916,3,5,1916,4,5,1916,8,4,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,2,2,15,0,15,81,75,81,0,0,0,0,cluster2
200-1916,70-1916,2310,2310,200,UKG,70,MEX,1916,3,5,1916,4,5,1916,8,4,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,2,2,15,15,0,81,81,49,0,0,0,0,cluster3
70-1913,200-1913,2311,2311,70,MEX,200,UKG,1913,20,11,1913,14,2,1914,0,0,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,42,42,7,0,7,49,49,49,0,0,0,0,cluster2
70-1914,200-1914,2311,2311,70,MEX,200,UKG,1914,20,11,1913,14,2,1914,8,4,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,2,46,88,7,0,7,49,49,49,0,0,0,0,cluster2
200-1913,70-1913,2311,2311,200,UKG,70,MEX,1913,20,11,1913,14,2,1914,0,0,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,42,42,7,7,0,49,49,65,0,0,0,0,cluster3
200-1914,70-1914,2311,2311,200,UKG,70,MEX,1914,20,11,1913,14,2,1914,8,4,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,46,88,7,7,0,49,49,49,0,0,0,0,cluster3
70-1913,255-1913,2312,2312,70,MEX,255,GMY,1913,14,10,1913,6,12,1913,8,4,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,54,54,7,0,7,49,65,49,0,0,0,0,cluster2
255-1913,70-1913,2312,2312,255,GMY,70,MEX,1913,14,10,1913,6,12,1913,8,4,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,54,54,7,7,0,49,49,65,0,0,0,0,cluster3
70-1913,230-1913,2313,2313,70,MEX,230,SPN,1913,29,11,1913,26,12,1913,8,4,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,28,28,7,0,7,49,65,49,0,0,0,0,cluster2
230-1913,70-1913,2313,2313,230,SPN,70,MEX,1913,29,11,1913,26,12,1913,8,4,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,28,28,7,7,0,49,49,65,0,0,0,0,cluster3
710-1986,732-1986,2315,2315,710,CHN,732,ROK,1986,26,10,1986,26,4,1987,0,0,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,67,67,15,0,15,81,65,81,0,0,0,0,cluster2
710-1987,732-1987,2315,2315,710,CHN,732,ROK,1987,26,10,1986,26,4,1987,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,2,117,184,15,0,15,81,65,81,0,0,0,0,cluster2
732-1986,710-1986,2315,2315,732,ROK,710,CHN,1986,26,10,1986,26,4,1987,0,0,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,67,67,15,15,0,81,81,0,0,0,0,0,cluster3
732-1987,710-1987,2315,2315,732,ROK,710,CHN,1987,26,10,1986,26,4,1987,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,117,184,15,15,0,81,81,49,0,0,0,0,cluster3
140-1930,150-1930,2316,2316,140,BRA,150,PAR,1930,1,2,1930,10,5,1930,6,1,0,18,4,1,1,1,0,1,1,9,18,4,1,1,1,1,9,18,4,1,3,1,3,1,0,1,99,99,17,17,17,75,75,75,0,0,0,0,cluster2
150-1930,140-1930,2316,2316,150,PAR,140,BRA,1930,1,2,1930,10,5,1930,6,1,0,18,4,1,1,1,1,1,1,9,18,4,1,0,1,1,9,18,4,1,1,3,1,3,0,1,99,99,17,17,17,75,75,75,0,0,0,0,cluster3
101-1976,110-1976,2317,2317,101,VEN,110,GUY,1976,1,4,1976,30,4,1976,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,30,30,7,7,0,49,49,49,0,0,0,0,cluster3
110-1976,101-1976,2317,2317,110,GUY,101,VEN,1976,1,4,1976,30,4,1976,5,3,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,7,3,1,3,1,3,1,0,1,30,30,7,0,7,49,49,49,0,0,0,0,cluster2
110-1976,115-1976,2318,2318,110,GUY,115,SUR,1976,1,4,1976,30,4,1976,5,3,0,14,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,14,3,1,3,1,3,1,0,1,30,30,12,0,12,65,82,65,0,0,0,0,cluster2
115-1976,110-1976,2318,2318,115,SUR,110,GUY,1976,1,4,1976,30,4,1976,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,30,30,12,12,0,65,65,96,0,0,0,0,cluster3
90-1972,200-1972,2319,2319,90,GUA,200,UKG,1972,27,1,1972,20,4,1972,5,3,0,10,3,0,1,1,0,1,1,0,10,3,1,1,0,0,0,8,3,1,3,1,3,1,0,1,85,85,8,8,7,20,20,49,0,0,0,0,cluster2
200-1972,90-1972,2319,2319,200,UKG,90,GUA,1972,27,1,1972,20,4,1972,5,3,0,10,3,0,1,1,1,0,0,0,8,3,1,0,1,1,0,10,3,1,1,3,1,3,0,1,85,85,8,7,8,20,49,20,0,0,0,0,cluster3
135-1875,145-1875,2320,2320,135,PER,145,BOL,1875,1,3,1875,31,10,1875,5,3,0,16,4,0,1,1,0,1,1,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,245,245,14,0,14,84,96,84,0,0,0,0,cluster2
145-1875,135-1875,2320,2320,145,BOL,135,PER,1875,1,3,1875,31,10,1875,5,3,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,0,1,1,1,3,1,3,0,1,245,245,14,14,0,84,84,82,0,0,0,0,cluster3
135-1906,145-1906,2321,2321,135,PER,145,BOL,1906,1,6,1906,31,12,1906,5,1,0,16,4,0,1,1,0,1,1,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,214,214,14,0,14,84,75,84,0,0,0,0,cluster2
145-1906,135-1906,2321,2321,145,BOL,135,PER,1906,1,6,1906,31,12,1906,5,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,0,1,1,1,3,1,3,0,1,214,214,14,14,0,84,84,82,0,0,0,0,cluster3
2-1858,135-1858,2322,2322,2,USA,135,PER,1858,24,1,1858,31,5,1858,3,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,128,128,15,0,15,81,82,81,0,0,0,0,cluster2
135-1858,2-1858,2322,2322,135,PER,2,USA,1858,24,1,1858,31,5,1858,4,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,128,128,15,15,0,81,81,75,0,0,0,0,cluster3
100-1982,101-1982,2323,2323,100,COL,101,VEN,1982,13,7,1982,24,7,1982,5,3,0,19,4,1,1,1,0,1,1,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,12,12,16,16,16,65,65,65,0,0,0,0,cluster2
101-1982,100-1982,2323,2323,101,VEN,100,COL,1982,13,7,1982,24,7,1982,5,3,0,19,4,1,1,1,1,1,1,0,19,4,1,0,1,1,0,19,4,1,1,3,1,3,0,1,12,12,16,16,16,65,65,65,0,0,0,0,cluster3
91-1979,93-1979,2325,2325,91,HON,93,NIC,1979,1,11,1979,31,12,1979,5,1,0,18,4,0,1,1,1,1,3,9,17,4,1,0,0,0,9,18,4,1,1,3,1,3,0,1,61,61,17,15,17,75,81,75,0,0,0,0,cluster3
93-1979,91-1979,2325,2325,93,NIC,91,HON,1979,1,11,1979,31,12,1979,5,1,0,18,4,0,1,1,0,0,0,9,18,4,1,1,1,3,9,17,4,1,3,1,3,1,0,1,61,61,17,17,15,75,75,81,0,0,0,0,cluster2
110-1977,115-1977,2326,2326,110,GUY,115,SUR,1977,1,9,1977,28,2,1978,0,0,0,19,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,19,4,1,1,3,1,3,0,1,122,122,16,15,16,65,81,65,0,0,0,0,cluster3
110-1978,115-1978,2326,2326,110,GUY,115,SUR,1978,1,9,1977,28,2,1978,6,1,0,19,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,19,4,1,1,3,1,3,0,2,60,182,16,15,16,65,81,65,0,0,0,0,cluster3
115-1977,110-1977,2326,2326,115,SUR,110,GUY,1977,1,9,1977,28,2,1978,0,0,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,17,4,1,3,1,3,1,0,1,122,122,16,16,15,65,65,81,0,0,0,0,cluster2
115-1978,110-1978,2326,2326,115,SUR,110,GUY,1978,1,9,1977,28,2,1978,6,1,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,17,4,1,3,1,3,1,0,2,60,182,16,16,15,65,65,81,0,0,0,0,cluster2
339-1949,345-1949,2328,2328,339,ALB,345,YUG,1949,1,3,1949,24,11,1949,5,1,2,19,4,1,1,1,0,0,0,1,19,4,1,1,1,1,1,19,4,1,3,1,3,1,0,1,269,269,16,16,16,65,65,65,0,0,0,0,cluster2
345-1949,339-1949,2328,2328,345,YUG,339,ALB,1949,1,3,1949,24,11,1949,5,1,2,19,4,1,1,1,1,1,1,1,19,4,1,0,0,0,1,19,4,1,1,3,1,3,0,1,269,269,16,16,16,65,65,65,0,0,0,0,cluster3
200-1958,645-1958,2331,2331,200,UKG,645,IRQ,1958,17,7,1958,22,10,1958,5,3,0,7,3,0,1,2,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,98,98,7,7,0,49,49,75,0,0,0,0,cluster3
645-1958,200-1958,2331,2331,645,IRQ,200,UKG,1958,17,7,1958,22,10,1958,5,3,0,7,3,0,1,2,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,98,98,7,0,7,49,75,49,0,0,0,0,cluster2
200-1958,651-1958,2331,2331,200,UKG,651,EGY,1958,17,7,1958,22,10,1958,5,3,0,7,3,0,1,2,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,98,98,7,7,0,49,49,65,0,0,0,0,cluster3
651-1958,200-1958,2331,2331,651,EGY,200,UKG,1958,17,7,1958,22,10,1958,5,3,0,7,3,0,1,2,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,98,98,7,0,7,49,75,49,0,0,0,0,cluster2
640-1958,645-1958,2332,2332,640,TUR,645,IRQ,1958,15,7,1958,31,7,1958,5,3,0,10,3,0,1,1,1,1,2,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,17,17,8,8,0,20,20,75,0,0,0,0,cluster3
645-1958,640-1958,2332,2332,645,IRQ,640,TUR,1958,15,7,1958,31,7,1958,5,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,10,3,1,3,1,3,1,0,1,17,17,8,0,8,20,75,20,0,0,0,0,cluster2
Feb-76,666-1976,2335,2335,2,USA,666,ISR,1976,31,8,1976,6,9,1976,6,1,0,18,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,18,4,1,3,1,3,1,0,1,7,7,17,0,17,75,75,75,0,0,0,0,cluster2
666-1976,Feb-76,2335,2335,666,ISR,2,USA,1976,31,8,1976,6,9,1976,6,1,0,18,4,0,1,1,1,1,2,0,18,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,7,7,17,17,0,75,75,75,0,0,0,0,cluster3
101-1901,200-1901,2338,2338,101,VEN,200,UKG,1901,22,1,1901,28,2,1902,0,0,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,344,344,15,15,0,81,81,75,0,0,0,0,cluster3
101-1902,200-1902,2338,2338,101,VEN,200,UKG,1902,22,1,1901,28,2,1902,5,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,60,404,15,15,0,81,81,75,0,0,0,0,cluster3
200-1901,101-1901,2338,2338,200,UKG,101,VEN,1901,22,1,1901,28,2,1902,0,0,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,344,344,15,0,15,81,75,81,0,0,0,0,cluster2
200-1902,101-1902,2338,2338,200,UKG,101,VEN,1902,22,1,1901,28,2,1902,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,2,60,404,15,0,15,81,75,81,0,0,0,0,cluster2
93-1948,94-1948,2339,2339,93,NIC,94,COS,1948,11,12,1948,9,3,1949,0,0,0,18,4,1,1,1,1,1,3,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,21,21,17,17,17,75,75,75,0,0,0,0,cluster3
93-1949,94-1949,2339,2339,93,NIC,94,COS,1949,11,12,1948,9,3,1949,5,1,0,18,4,1,1,1,1,1,3,9,18,4,1,0,0,0,9,18,4,1,1,3,1,3,0,2,69,90,17,17,17,75,75,75,0,0,0,0,cluster3
94-1948,93-1948,2339,2339,94,COS,93,NIC,1948,11,12,1948,9,3,1949,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,3,0,18,4,1,3,1,3,1,0,1,21,21,17,17,17,75,75,75,0,0,0,0,cluster2
94-1949,93-1949,2339,2339,94,COS,93,NIC,1949,11,12,1948,9,3,1949,5,1,0,18,4,1,1,1,0,0,0,9,18,4,1,1,1,3,9,18,4,1,3,1,3,1,0,2,69,90,17,17,17,75,75,75,0,0,0,0,cluster2
93-1948,94-1948,2340,2340,93,NIC,94,COS,1948,19,4,1948,31,5,1948,5,3,0,14,3,0,1,1,1,0,0,0,14,3,1,0,0,0,0,7,3,1,1,3,1,3,0,1,43,43,12,12,7,65,65,49,0,0,0,0,cluster3
94-1948,93-1948,2340,2340,94,COS,93,NIC,1948,19,4,1948,31,5,1948,5,3,0,14,3,0,1,1,0,0,0,0,7,3,1,1,0,0,0,14,3,1,3,1,3,1,0,1,43,43,12,7,12,65,49,65,0,0,0,0,cluster2
100-1898,325-1898,2341,2341,100,COL,325,ITA,1898,14,7,1898,14,8,1898,3,2,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,32,32,7,0,7,49,65,49,0,0,0,0,cluster2
325-1898,100-1898,2341,2341,325,ITA,100,COL,1898,14,7,1898,14,8,1898,4,2,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,32,32,7,7,0,49,49,65,0,0,0,0,cluster3
100-1902,101-1902,2342,2342,100,COL,101,VEN,1902,4,6,1902,25,11,1902,2,2,0,18,4,1,1,1,1,1,3,9,18,4,1,0,1,3,9,18,4,1,1,3,1,3,0,1,175,175,17,17,17,75,75,75,0,0,0,0,cluster3
101-1902,100-1902,2342,2342,101,VEN,100,COL,1902,4,6,1902,25,11,1902,1,2,0,18,4,1,1,1,0,1,3,9,18,4,1,1,1,3,9,18,4,1,3,1,3,1,0,1,175,175,17,17,17,75,75,75,0,0,0,0,cluster2
2-1896,100-1896,2343,2343,2,USA,100,COL,1896,3,4,1896,21,4,1896,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,19,19,15,0,15,81,65,81,0,0,0,0,cluster2
100-1896,2-1896,2343,2343,100,COL,2,USA,1896,3,4,1896,21,4,1896,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,19,19,15,15,0,81,81,65,0,0,0,0,cluster3
91-1962,93-1962,2344,2344,91,HON,93,NIC,1962,14,8,1962,14,8,1962,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster2
93-1962,91-1962,2344,2344,93,NIC,91,HON,1962,14,8,1962,14,8,1962,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster3
93-1978,94-1978,2346,2346,93,NIC,94,COS,1978,12,9,1978,27,12,1978,5,3,1,19,4,1,1,1,1,1,2,9,19,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,107,107,16,16,17,65,65,75,0,0,0,0,cluster3
94-1978,93-1978,2346,2346,94,COS,93,NIC,1978,12,9,1978,27,12,1978,5,3,1,19,4,1,1,1,0,0,0,1,18,4,1,1,1,2,9,19,4,1,3,1,3,1,0,1,107,107,16,17,16,65,75,65,0,0,0,0,cluster2
