disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2,milex_a,milex_b,milper_a,milper_b,irst_a,irst_b,pec_a,pec_b,tpop_a,tpop_b,upop_a,upop_b,cinc_a,cinc_b,milex_ratio,milper_ratio,irst_ratio,pec_ratio,tpop_ratio,upop_ratio,cinc_ratio,power_asymmetry
123,123,200,UKG,160,ARG,1846,1,4,1845,26,3,1846,1,2,0.0,18,4,0,2,1,1,1,2,?,15,4,1,0,0,0,?,18,4,1,1,3,1,3,0,2,86,361,17,13,17,75,96,75,0.0,0,0,0,0,13117.0,199.0,191.0,?,2210.0,0.0,50672.0,29.0,28002.0,790.0,4154.0,108.0,0.30288824,0.002728249,65.91457286,?,?,1747.310345,35.44556962,38.46296296,111.0192842,0.300159991
123,123,160,ARG,220,FRN,1845,1,4,1845,26,3,1846,0,0,0.0,18,4,0,2,1,0,0,0,0.0,18,4,1,1,1,2,0.0,15,4,1,3,1,3,1,0,1,275,275,17,17,13,75,75,96,0.0,0,0,0,0,238.0,17839.0,?,357.0,0.0,439.0,31.0,6341.0,759.0,35160.0,106.0,1497.0,0.002971335,0.14144173,0.013341555,-0.025210084,0.0,0.004888819,0.021587031,0.070808283,0.021007482,0.138470395
123,123,160,ARG,220,FRN,1846,1,4,1845,26,3,1846,2,2,0.0,18,4,0,2,1,0,0,0,?,18,4,1,1,1,2,?,15,4,1,3,1,3,1,0,2,86,361,17,17,13,75,75,96,0.0,0,0,0,0,199.0,19344.0,?,388.0,0.0,522.0,29.0,6640.0,790.0,35400.0,108.0,1536.0,0.002728249,0.13734689,0.010287428,-0.023195876,0.0,0.00436747,0.022316384,0.0703125,0.019863929,0.134618641
123,123,220,FRN,160,ARG,1845,1,4,1845,26,3,1846,0,0,0.0,18,4,0,2,1,1,1,2,0.0,15,4,1,0,0,0,0.0,18,4,1,1,3,1,3,0,1,275,275,17,13,17,75,96,75,0.0,0,0,0,0,17839.0,238.0,357.0,?,439.0,0.0,6341.0,31.0,35160.0,759.0,1497.0,106.0,0.14144173,0.002971335,74.95378151,?,?,204.5483871,46.32411067,14.12264151,47.60208763,0.138470395
123,123,220,FRN,160,ARG,1846,1,4,1845,26,3,1846,1,2,0.0,18,4,0,2,1,1,1,2,?,15,4,1,0,0,0,?,18,4,1,1,3,1,3,0,2,86,361,17,13,17,75,96,75,0.0,0,0,0,0,19344.0,199.0,388.0,?,522.0,0.0,6640.0,29.0,35400.0,790.0,1536.0,108.0,0.13734689,0.002728249,97.20603015,?,?,228.9655172,44.81012658,14.22222222,50.34250724,0.134618641
125,125,2,USA,365,RUS,1958,17,5,1958,24,10,1958,8,4,0.0,8,3,0,2,3,1,1,2,0.0,8,3,1,0,0,0,0.0,7,3,0,1,4,1,3,0,1,161,161,7,7,7,49,49,49,0.0,0,0,0,0,45503008.0,30241936.0,2411.0,3900.0,77342.0,54920.0,1437859.0,559868.0,174882.0,206775.0,49733.0,47102.0,0.23446997,0.17095339,1.504632772,0.618205128,1.40826657,2.568210721,0.845759884,1.055857501,1.371543261,0.06351658
125,125,365,RUS,2,USA,1958,17,5,1958,24,10,1958,8,4,0.0,8,3,0,2,3,0,0,0,0.0,7,3,0,1,1,2,0.0,8,3,1,4,1,3,1,0,1,161,161,7,7,7,49,49,49,0.0,0,0,0,0,30241936.0,45503008.0,3900.0,2411.0,54920.0,77342.0,559868.0,1437859.0,206775.0,174882.0,47102.0,49733.0,0.17095339,0.23446997,0.664613997,1.617586064,0.710092834,0.389376149,1.182368683,0.947097501,0.729105693,0.06351658
125,125,2,USA,645,IRQ,1958,15,7,1958,24,10,1958,8,4,0.0,8,3,0,2,3,1,1,2,0.0,8,3,1,0,0,0,0.0,0,1,0,1,4,1,3,0,1,102,102,7,7,0,49,49,75,0.0,0,0,0,0,45503008.0,86810.0,2411.0,64.0,77342.0,0.0,1437859.0,3183.0,174882.0,6488.0,49733.0,1387.0,0.23446997,0.001776605,524.1678148,37.671875,?,451.7307571,26.95468557,35.85652487,131.9764362,0.232693365
125,125,645,IRQ,2,USA,1958,15,7,1958,24,10,1958,8,4,0.0,8,3,0,2,3,0,0,0,0.0,0,1,0,1,1,2,0.0,8,3,1,4,1,3,1,0,1,102,102,7,0,7,49,96,49,0.0,0,0,0,0,86810.0,45503008.0,64.0,2411.0,0.0,77342.0,3183.0,1437859.0,6488.0,174882.0,1387.0,49733.0,0.001776605,0.23446997,0.001907786,0.026545002,0.0,0.002213708,0.037099301,0.027888927,0.00757711,0.232693365
125,125,2,USA,651,EGY,1958,14,5,1958,24,10,1958,8,4,0.0,8,3,0,2,3,1,1,2,0.0,8,3,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,164,164,7,7,0,49,49,49,0.0,0,0,0,0,45503008.0,203906.0,2411.0,107.0,77342.0,28.0,1437859.0,5314.0,174882.0,24655.0,49733.0,5794.0,0.23446997,0.005321888,223.1567879,22.53271028,2762.214286,270.5794129,7.093165686,8.583534691,44.05766465,0.229148082
125,125,651,EGY,2,USA,1958,14,5,1958,24,10,1958,8,4,0.0,8,3,0,2,3,0,0,0,0.0,0,1,1,1,1,2,0.0,8,3,1,3,1,3,1,0,1,164,164,7,0,7,49,49,49,0.0,0,0,0,0,203906.0,45503008.0,107.0,2411.0,28.0,77342.0,5314.0,1437859.0,24655.0,174882.0,5794.0,49733.0,0.005321888,0.23446997,0.004481154,0.044379925,0.000362028,0.003695773,0.140980776,0.116502121,0.022697526,0.229148082
125,125,200,UKG,365,RUS,1958,14,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,1,1,2,0.0,10,3,0,0,0,0,0.0,7,3,0,2,4,1,3,0,1,103,103,8,8,7,20,20,49,0.0,0,0,0,0,4469098.0,30241936.0,614.0,3900.0,19880.0,54920.0,221539.0,559868.0,51842.0,206775.0,18771.0,47102.0,0.045203067,0.17095339,0.147778171,0.157435897,0.361981063,0.395698629,0.250716963,0.39851811,0.264417494,0.125750323
125,125,365,RUS,200,UKG,1958,14,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,0,0,0,0.0,7,3,0,1,1,2,0.0,10,3,0,4,2,3,1,0,1,103,103,8,7,8,20,49,20,0.0,0,0,0,0,30241936.0,4469098.0,3900.0,614.0,54920.0,19880.0,559868.0,221539.0,206775.0,51842.0,47102.0,18771.0,0.17095339,0.045203067,6.766899271,6.351791531,2.762575453,2.527175802,3.988561398,2.509296255,3.781898029,0.125750323
125,125,200,UKG,645,IRQ,1958,15,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,1,1,2,0.0,10,3,0,0,0,0,0.0,0,1,0,2,4,1,3,0,1,102,102,8,8,0,20,20,0,0.0,0,0,0,0,4469098.0,86810.0,614.0,64.0,19880.0,0.0,221539.0,3183.0,51842.0,6488.0,18771.0,1387.0,0.045203067,0.001776605,51.48137311,9.59375,?,69.60069117,7.990443896,13.53352559,25.44351282,0.043426462
125,125,645,IRQ,200,UKG,1958,15,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,0,0,0,0.0,0,1,0,1,1,2,0.0,10,3,0,4,2,3,1,0,1,102,102,8,0,8,20,0,20,0.0,0,0,0,0,86810.0,4469098.0,64.0,614.0,0.0,19880.0,3183.0,221539.0,6488.0,51842.0,1387.0,18771.0,0.001776605,0.045203067,0.019424501,0.104234528,0.0,0.014367673,0.125149493,0.073890576,0.039302749,0.043426462
125,125,200,UKG,651,EGY,1958,14,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,1,1,2,0.0,10,3,0,0,0,0,0.0,0,1,1,2,3,1,3,0,1,103,103,8,8,0,20,20,49,0.0,0,0,0,0,4469098.0,203906.0,614.0,107.0,19880.0,28.0,221539.0,5314.0,51842.0,24655.0,18771.0,5794.0,0.045203067,0.005321888,21.91744235,5.738317757,710.0,41.68968762,2.102697222,3.239730756,8.493802284,0.039881179
125,125,651,EGY,200,UKG,1958,14,7,1958,24,10,1958,8,4,0.0,10,3,0,2,3,0,0,0,0.0,0,1,1,1,1,2,0.0,10,3,0,3,2,3,1,0,1,103,103,8,0,8,20,49,20,0.0,0,0,0,0,203906.0,4469098.0,107.0,614.0,28.0,19880.0,5314.0,221539.0,24655.0,51842.0,5794.0,18771.0,0.005321888,0.045203067,0.045625762,0.174267101,0.001408451,0.023986747,0.475579646,0.308667626,0.117732903,0.039881179
126,126,300,AUH,640,TUR,1853,1,1,1853,25,2,1853,4,3,0.0,7,3,0,2,1,1,1,2,0.0,7,3,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,56,56,7,7,0,49,49,0,0.0,0,0,0,0,10937.0,?,514.0,160.0,241.0,0.0,1207.0,14.0,36866.0,36933.0,888.0,1172.0,0.087248854,0.047125444,?,3.2125,?,86.21428571,0.998185904,0.757679181,1.851417124,0.04012341
126,126,640,TUR,300,AUH,1853,1,1,1853,25,2,1853,3,3,0.0,7,3,0,2,1,0,0,0,0.0,0,1,1,1,1,2,0.0,7,3,1,3,1,3,1,0,1,56,56,7,0,7,49,0,49,0.0,0,0,0,0,?,10937.0,160.0,514.0,0.0,241.0,14.0,1207.0,36933.0,36866.0,1172.0,888.0,0.047125444,0.087248854,-0.000822895,0.311284047,0.0,0.011599006,1.001817393,1.31981982,0.540126796,0.04012341
126,126,365,RUS,640,TUR,1853,1,2,1853,25,2,1853,4,3,0.0,7,3,0,2,1,1,1,2,0.0,7,3,0,0,0,0,0.0,0,1,1,2,3,1,3,0,1,25,25,7,7,0,49,49,0,0.0,0,0,0,0,19928.0,?,761.0,160.0,238.0,0.0,142.0,14.0,70100.0,36933.0,1069.0,1172.0,0.13541539,0.047125444,?,4.75625,?,10.14285714,1.898031571,0.912116041,2.873509054,0.088289946
126,126,640,TUR,365,RUS,1853,1,2,1853,25,2,1853,3,3,0.0,7,3,0,2,1,0,0,0,0.0,0,1,1,1,1,2,0.0,7,3,0,3,2,3,1,0,1,25,25,7,0,7,49,0,49,0.0,0,0,0,0,?,19928.0,160.0,761.0,0.0,238.0,14.0,142.0,36933.0,70100.0,1172.0,1069.0,0.047125444,0.13541539,-0.000451626,0.210249671,0.0,0.098591549,0.526861626,1.096351731,0.34800656,0.088289946
127,127,200,UKG,255,GMY,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,1,0,0,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,248,248,14,14,0,84,84,0,0.0,0,0,0,0,824711.0,74696.0,448.0,114.0,3762.0,9997.0,148471.0,150490.0,47168.0,62473.0,18563.0,15980.0,0.098188579,0.092638321,11.04089911,3.929824561,0.376312894,0.986583826,0.755014166,1.161639549,1.059913197,0.005550258
127,127,255,GMY,200,UKG,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,0,0,0,0.0,0,1,1,1,0,0,0.0,16,4,1,3,1,3,1,0,1,248,248,14,0,14,84,0,84,0.0,0,0,0,0,74696.0,824711.0,114.0,448.0,9997.0,3762.0,150490.0,148471.0,62473.0,47168.0,15980.0,18563.0,0.092638321,0.098188579,0.090572334,0.254464286,2.657363105,1.013598615,1.32447846,0.860852233,0.943473487,0.005550258
127,127,211,BEL,255,GMY,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,1,0,0,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,248,248,14,14,0,84,84,0,0.0,0,0,0,0,39382.0,74696.0,100.0,114.0,789.0,9997.0,20454.0,150490.0,7482.0,62473.0,889.0,15980.0,0.010628625,0.092638321,0.527230374,0.877192982,0.078923677,0.135916008,0.119763738,0.05563204,0.114732487,0.082009696
127,127,255,GMY,211,BEL,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,0,0,0,0.0,0,1,1,1,0,0,0.0,16,4,1,3,1,3,1,0,1,248,248,14,0,14,84,0,84,0.0,0,0,0,0,74696.0,39382.0,114.0,100.0,9997.0,789.0,150490.0,20454.0,62473.0,7482.0,15980.0,889.0,0.092638321,0.010628625,1.896704078,1.14,12.67046895,7.357485088,8.349772788,17.97525309,8.715927131,0.082009696
127,127,220,FRN,255,GMY,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,248,248,14,14,0,84,84,0,0.0,0,0,0,0,318474.0,74696.0,547.0,114.0,3099.0,9997.0,52964.0,150490.0,39240.0,62473.0,5992.0,15980.0,0.050118662,0.092638321,4.263601799,4.798245614,0.309992998,0.351943651,0.628111344,0.374968711,0.541014361,0.042519659
127,127,255,GMY,220,FRN,1921,3,3,1921,5,11,1921,6,1,0.0,16,4,0,4,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,248,248,14,0,14,84,0,84,0.0,0,0,0,0,74696.0,318474.0,114.0,547.0,9997.0,3099.0,150490.0,52964.0,62473.0,39240.0,15980.0,5992.0,0.092638321,0.050118662,0.234543479,0.208409506,3.225879316,2.841363945,1.592074414,2.666889186,1.848379771,0.042519659
127,127,255,GMY,325,ITA,1921,5,5,1921,5,5,1921,6,1,0.0,4,2,0,4,1,0,0,0,0.0,0,1,1,1,0,0,0.0,4,2,0,3,2,3,1,0,1,1,1,3,0,3,8,84,8,0.0,0,0,0,0,74696.0,490890.0,114.0,290.0,9997.0,700.0,150490.0,8650.0,62473.0,37974.0,15980.0,5168.0,0.092638321,0.035228934,0.152164436,0.393103448,14.28142857,17.39768786,1.645151946,3.092105263,2.629608974,0.057409387
127,127,325,ITA,255,GMY,1921,5,5,1921,5,5,1921,6,1,0.0,4,2,0,4,1,1,0,0,0.0,4,2,0,0,0,0,0.0,0,1,1,2,3,1,3,0,1,1,1,3,3,0,8,8,84,0.0,0,0,0,0,490890.0,74696.0,290.0,114.0,700.0,9997.0,8650.0,150490.0,37974.0,62473.0,5168.0,15980.0,0.035228934,0.092638321,6.571837849,2.543859649,0.070021006,0.057478902,0.60784659,0.323404255,0.380284677,0.057409387
128,128,200,UKG,640,TUR,1905,11,1,1905,6,12,1905,4,1,0.0,16,4,0,5,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,330,330,14,14,0,84,84,0,0.0,0,0,0,0,55604.0,?,394.0,298.0,5905.0,0.0,193559.0,593.0,42981.0,28775.0,14435.0,902.0,0.12066734,0.015774423,?,1.322147651,?,326.4064081,1.493692441,16.00332594,7.6495565,0.104892917
128,128,640,TUR,200,UKG,1905,11,1,1905,6,12,1905,3,1,0.0,16,4,0,5,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,330,330,14,0,14,84,0,84,0.0,0,0,0,0,?,55604.0,298.0,394.0,0.0,5905.0,593.0,193559.0,28775.0,42981.0,902.0,14435.0,0.015774423,0.12066734,-0.000161859,0.756345178,0.0,0.003063665,0.669481864,0.062487011,0.130726533,0.104892917
128,128,220,FRN,640,TUR,1905,11,1,1905,6,12,1905,4,1,0.0,16,4,0,5,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,330,330,14,14,0,84,84,20,0.0,0,0,0,0,41947.0,?,626.0,298.0,2255.0,0.0,48114.0,593.0,39220.0,28775.0,5446.0,902.0,0.062362906,0.015774423,?,2.100671141,?,81.13659359,1.362988705,6.037694013,3.953419152,0.046588483
128,128,640,TUR,220,FRN,1905,11,1,1905,6,12,1905,3,1,0.0,16,4,0,5,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,330,330,14,0,14,84,20,84,0.0,0,0,0,0,?,41947.0,298.0,626.0,0.0,2255.0,593.0,48114.0,28775.0,39220.0,902.0,5446.0,0.015774423,0.062362906,-0.000214556,0.476038339,0.0,0.012324895,0.733681795,0.165626148,0.252945605,0.046588483
128,128,300,AUH,640,TUR,1905,11,1,1905,6,12,1905,4,1,0.0,16,4,0,5,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,330,330,14,14,0,84,84,0,0.0,0,0,0,0,20591.0,?,313.0,298.0,1459.0,0.0,22638.0,593.0,48881.0,28775.0,3678.0,902.0,0.038261406,0.015774423,?,1.05033557,?,38.17537943,1.698731538,4.077605322,2.425534424,0.022486983
128,128,640,TUR,300,AUH,1905,11,1,1905,6,12,1905,3,1,0.0,16,4,0,5,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,330,330,14,0,14,84,0,84,0.0,0,0,0,0,?,20591.0,298.0,313.0,0.0,1459.0,593.0,22638.0,28775.0,48881.0,902.0,3678.0,0.015774423,0.038261406,-0.000437084,0.952076677,0.0,0.026194894,0.588674536,0.245241979,0.412280275,0.022486983
128,128,325,ITA,640,TUR,1905,11,1,1905,6,12,1905,4,1,0.0,16,4,0,5,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,330,330,14,14,0,84,84,0,0.0,0,0,0,0,14844.0,?,266.0,298.0,270.0,0.0,6745.0,593.0,33190.0,28775.0,3494.0,902.0,0.025222303,0.015774423,?,0.89261745,?,11.37436762,1.153431798,3.873614191,1.598936646,0.00944788
128,128,640,TUR,325,ITA,1905,11,1,1905,6,12,1905,3,1,0.0,16,4,0,5,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,330,330,14,0,14,84,0,84,0.0,0,0,0,0,?,14844.0,298.0,266.0,0.0,270.0,593.0,6745.0,28775.0,33190.0,902.0,3494.0,0.015774423,0.025222303,-0.000606306,1.120300752,0.0,0.087916976,0.866978005,0.25815684,0.625415649,0.00944788
128,128,365,RUS,640,TUR,1905,11,1,1905,6,12,1905,4,1,0.0,16,4,0,5,1,1,1,2,0.0,16,4,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,330,330,14,14,0,84,84,0,0.0,0,0,0,0,170006.0,?,2365.0,298.0,2266.0,0.0,33355.0,593.0,143900.0,28775.0,8457.0,902.0,0.16313462,0.015774423,?,7.936241611,?,56.24789207,5.00086881,9.375831486,10.34171709,0.147360197
128,128,640,TUR,365,RUS,1905,11,1,1905,6,12,1905,3,1,0.0,16,4,0,5,1,0,0,0,0.0,0,1,1,1,1,2,0.0,16,4,1,3,1,3,1,0,1,330,330,14,0,14,84,0,84,0.0,0,0,0,0,?,170006.0,298.0,2365.0,0.0,2266.0,593.0,33355.0,28775.0,143900.0,902.0,8457.0,0.015774423,0.16313462,-5.29e-05,0.126004228,0.0,0.017778444,0.199965254,0.106657207,0.096695741,0.147360197
129,129,710,CHN,740,JPN,1931,18,9,1931,31,5,1933,0,0,0.0,22,5,1,1,1,0,0,0,0.0,22,5,1,1,1,1,0.0,22,5,1,3,1,3,1,1,1,105,105,20,20,20,100,100,100,0.0,0,0,0,0,73381.0,222176.0,1700.0,292.0,15.0,1883.0,27542.0,37235.0,487039.0,65457.0,15915.0,11481.0,0.12543754,0.041142285,0.330283199,5.821917808,0.007966012,0.739680408,7.440594589,1.386203292,3.048871496,0.084295255
129,129,710,CHN,740,JPN,1932,18,9,1931,31,5,1933,0,0,0.0,22,5,1,1,1,0,0,0,0.0,22,5,1,1,1,1,0.0,22,5,1,3,1,3,1,1,2,366,471,20,20,20,100,100,100,0.0,0,0,0,0,75541.0,199238.0,1700.0,370.0,20.0,2398.0,26700.0,37878.0,491197.0,66434.0,16208.0,12493.0,0.12550734,0.048889223,0.37914956,4.594594595,0.008340284,0.704894662,7.39375922,1.297366525,2.567178047,0.076618117
129,129,710,CHN,740,JPN,1933,18,9,1931,31,5,1933,2,2,6.0,22,5,1,1,1,0,0,0,6.0,22,5,1,1,1,1,6.0,22,5,1,3,1,3,1,1,3,152,623,20,20,20,100,100,100,0.0,0,0,0,0,108653.0,220162.0,1700.0,371.0,35.0,3198.0,28759.0,42393.0,495390.0,67432.0,16340.0,13594.0,0.12258472,0.049184583,0.493513867,4.582210243,0.01094434,0.6783903,7.346512042,1.202000883,2.492340334,0.073400137
129,129,740,JPN,710,CHN,1931,18,9,1931,31,5,1933,0,0,0.0,22,5,1,1,1,1,1,1,0.0,22,5,1,0,0,0,0.0,22,5,1,1,3,1,3,1,1,105,105,20,20,20,100,100,100,0.0,0,0,0,0,222176.0,73381.0,292.0,1700.0,1883.0,15.0,37235.0,27542.0,65457.0,487039.0,11481.0,15915.0,0.041142285,0.12543754,3.027704719,0.171764706,125.5333333,1.351935226,0.134397861,0.72139491,0.327990209,0.084295255
129,129,740,JPN,710,CHN,1932,18,9,1931,31,5,1933,0,0,0.0,22,5,1,1,1,1,1,1,0.0,22,5,1,0,0,0,0.0,22,5,1,1,3,1,3,1,2,366,471,20,20,20,100,100,100,0.0,0,0,0,0,199238.0,75541.0,370.0,1700.0,2398.0,20.0,37878.0,26700.0,66434.0,491197.0,12493.0,16208.0,0.048889223,0.12550734,2.637481632,0.217647059,119.9,1.418651685,0.135249197,0.770792201,0.38953278,0.076618117
129,129,740,JPN,710,CHN,1933,18,9,1931,31,5,1933,1,2,6.0,22,5,1,1,1,1,1,1,6.0,22,5,1,0,0,0,6.0,22,5,1,1,3,1,3,1,3,152,623,20,20,20,100,100,100,0.0,0,0,0,0,220162.0,108653.0,371.0,1700.0,3198.0,35.0,42393.0,28759.0,67432.0,495390.0,13594.0,16340.0,0.049184583,0.12258472,2.026285514,0.218235294,91.37142857,1.47407768,0.136119017,0.831946144,0.401229313,0.073400137
131,131,365,RUS,730,KOR,1899,14,9,1899,30,4,1900,0,0,0.0,8,3,0,1,2,1,1,4,0.0,8,3,1,0,0,0,0.0,0,1,1,1,3,1,3,0,1,109,109,7,7,0,49,49,100,0.0,0,0,0,0,43240.0,146.0,938.0,4.0,2713.0,0.0,29782.0,0.0,130300.0,11192.0,6576.0,204.0,0.10750429,0.002445769,296.1643836,234.5,?,?,11.64224446,32.23529412,43.95521359,0.105058521
131,131,365,RUS,730,KOR,1900,14,9,1899,30,4,1900,4,1,0.0,8,3,0,1,2,1,1,4,0.0,8,3,1,0,0,0,0.0,0,1,1,1,3,1,3,0,2,121,230,7,7,0,49,49,100,0.0,0,0,0,0,43104.0,164.0,1142.0,5.0,2216.0,0.0,33930.0,0.0,132900.0,11290.0,6666.0,203.0,0.10923852,0.002442195,262.8292683,228.4,?,?,11.77147919,32.83743842,44.72964506,0.106796325
131,131,730,KOR,365,RUS,1899,14,9,1899,30,4,1900,0,0,0.0,8,3,0,1,2,0,0,0,0.0,0,1,1,1,1,4,0.0,8,3,1,3,1,3,1,0,1,109,109,7,0,7,49,100,49,0.0,0,0,0,0,146.0,43240.0,4.0,938.0,0.0,2713.0,0.0,29782.0,11192.0,130300.0,204.0,6576.0,0.002445769,0.10750429,0.003376503,0.004264392,0.0,0.0,0.085894091,0.031021898,0.02275043,0.105058521
131,131,730,KOR,365,RUS,1900,14,9,1899,30,4,1900,3,1,0.0,8,3,0,1,2,0,0,0,0.0,0,1,1,1,1,4,0.0,8,3,1,3,1,3,1,0,2,121,230,7,0,7,49,100,49,0.0,0,0,0,0,164.0,43104.0,5.0,1142.0,0.0,2216.0,0.0,33930.0,11290.0,132900.0,203.0,6666.0,0.002442195,0.10923852,0.003804751,0.004378284,0.0,0.0,0.084951091,0.030453045,0.022356538,0.106796325
131,131,365,RUS,740,JPN,1900,16,3,1900,30,4,1900,4,1,0.0,12,3,0,1,2,1,1,4,0.0,8,3,1,0,0,0,0.0,12,3,0,1,4,1,3,0,1,46,46,10,7,10,82,49,82,0.0,0,0,0,0,43104.0,13311.0,1142.0,182.0,2216.0,1.0,33930.0,8010.0,132900.0,43847.0,6666.0,3856.0,0.10923852,0.028886409,3.238224025,6.274725275,2216.0,4.235955056,3.030994139,1.72873444,3.781658011,0.080352111
131,131,740,JPN,365,RUS,1900,16,3,1900,30,4,1900,3,1,0.0,12,3,0,1,2,0,0,0,0.0,12,3,0,1,1,4,0.0,8,3,1,4,1,3,1,0,1,46,46,10,10,7,82,82,49,0.0,0,0,0,0,13311.0,43104.0,182.0,1142.0,1.0,2216.0,8010.0,33930.0,43847.0,132900.0,3856.0,6666.0,0.028886409,0.10923852,0.308811247,0.159369527,0.000451264,0.236074271,0.329924755,0.578457846,0.264434276,0.080352111
133,133,200,UKG,368,LIT,1923,13,1,1923,15,1,1923,6,1,0.0,8,3,0,1,3,0,0,0,0.0,8,3,0,1,1,1,0.0,0,1,1,4,1,3,1,0,1,3,3,7,7,0,49,49,49,0.0,0,0,0,0,584227.0,6469.0,337.0,30.0,8618.0,0.0,207379.0,1870.0,44596.0,2154.0,18518.0,0.0,0.099045977,0.001352441,90.31179471,11.23333333,?,110.897861,20.70380687,?,73.23498694,0.097693536
133,133,368,LIT,200,UKG,1923,13,1,1923,15,1,1923,6,1,0.0,8,3,0,1,3,1,1,1,0.0,0,1,1,0,0,0,0.0,8,3,0,1,4,1,3,0,1,3,3,7,0,7,49,0,49,0.0,0,0,0,0,6469.0,584227.0,30.0,337.0,0.0,8618.0,1870.0,207379.0,2154.0,44596.0,0.0,18518.0,0.001352441,0.099045977,0.011072751,0.089020772,0.0,0.009017306,0.048300296,0.0,0.013654676,0.097693536
133,133,220,FRN,368,LIT,1923,11,1,1923,15,1,1923,6,1,0.0,18,4,0,1,3,0,0,0,?,18,4,1,1,1,1,?,16,4,1,3,1,3,1,0,1,5,5,17,17,14,75,75,84,0.0,0,0,0,0,418297.0,6469.0,511.0,30.0,5222.0,0.0,70127.0,1870.0,39880.0,2154.0,6096.0,0.0,0.057659145,0.001352441,64.66177153,17.03333333,?,37.50106952,18.51439183,?,42.63339975,0.056306704
133,133,368,LIT,220,FRN,1923,11,1,1923,15,1,1923,6,1,0.0,18,4,0,1,3,1,1,1,?,16,4,1,0,0,0,?,18,4,1,1,3,1,3,0,1,5,5,17,14,17,75,84,75,0.0,0,0,0,0,6469.0,418297.0,30.0,511.0,0.0,5222.0,1870.0,70127.0,2154.0,39880.0,0.0,6096.0,0.001352441,0.057659145,0.015465088,0.058708415,0.0,0.026665906,0.054012036,0.0,0.023455788,0.056306704
133,133,325,ITA,368,LIT,1923,13,1,1923,15,1,1923,6,1,0.0,8,3,0,1,3,0,0,0,0.0,8,3,0,1,1,1,0.0,0,1,1,4,1,3,1,0,1,3,3,7,7,0,49,49,0,0.0,0,0,0,0,186033.0,6469.0,311.0,30.0,1142.0,0.0,10524.0,1870.0,38500.0,2154.0,5518.0,0.0,0.029086083,0.001352441,28.75761323,10.36666667,?,5.627807487,17.87372331,?,21.50636475,0.027733642
133,133,368,LIT,325,ITA,1923,13,1,1923,15,1,1923,6,1,0.0,8,3,0,1,3,1,1,1,0.0,0,1,1,0,0,0,0.0,8,3,0,1,4,1,3,0,1,3,3,7,0,7,49,0,49,0.0,0,0,0,0,6469.0,186033.0,30.0,311.0,0.0,1142.0,1870.0,10524.0,2154.0,38500.0,0.0,5518.0,0.001352441,0.029086083,0.0347734,0.096463023,0.0,0.177689092,0.055948052,0.0,0.046497863,0.027733642
